Timeline,Error_X,Error_Y,Error_Z,PID_X,PID_Y,PID_Z
20.24744439125061,-2.561329097468474,1.688148723331494,-5.488528060273481,13,-13,-13
20.293082237243652,-2.77984496775281,1.621576231189139,-5.152616431706477,13,-13,13
20.398590087890625,-2.8651693714326294,2.635955821718019,-4.466310857234163,13,-13,13
20.447776556015015,-3.6079425343597844,4.329531041231741,-7.648922519245957,16.10376744280347,-32.68999913670724,13
20.495564937591553,-3.460073092854625,3.1140657835691625,-4.876370491024218,13,13.995536868855167,-13
20.54820418357849,-3.411883445192139,2.544455450651765,-5.0570995905280824,13,13,13
20.603621006011963,-3.439129908818258,1.891521449850042,-4.483685790342335,13,13,13
20.711025714874268,-3.3233345913600356,2.560602062195437,-1.2910068078695076,13,-13,-13
20.75165295600891,-3.289036489689984,2.381716078741023,-3.7959663948488256,13,-13,13
20.793503522872925,-3.072481197302665,2.1621163981018756,-4.010024943805519,13,13,13
20.933455228805542,-2.359714381604673,2.41334425391387,-0.3336063478467537,-13,-13,-13
20.999330282211304,-1.3467691398693311,3.3669228496733283,-3.129803431374903,-13,-16.63131076051973,13
21.047353506088257,-1.0373412427597362,2.893636098224527,-1.4215209528791135,-13,13,-13
21.10252857208252,-0.5452591553145202,2.7262957765726012,-1.341654972883525,-13,-13,13
21.154741287231445,0.271960041460034,3.7530485721484688,-1.191009328507647,-13,-21.223764173074358,13
21.207510471343994,0.9441312128393561,3.3322278100212572,-2.479271437898568,-13,13,13
21.25837516784668,1.4355877528139465,2.595100937779057,-2.1167777659880684,-13,13,13
21.302091360092163,1.8929830323074965,2.379750097757996,-0.845883181312395,-13,-13,-13
21.347499132156372,1.97013770263356,2.1298785974416865,0.09716444695256854,-13,-13,-13
21.407883405685425,1.9522288012709939,2.0049917418458856,0.6416918532468117,-13,-13,13
21.51198673248291,1.939092706857002,3.3934122369997537,-0.596647089281312,-13,-16.184146736672275,13
21.553842544555664,1.8335153991441928,5.653339147361262,2.702643776743976,-13,-50.125341929213064,-13
21.593662977218628,1.8247902877820714,5.916744266444899,-2.20875981075244,-13,-15.045610393526623,13
21.654470920562744,1.3085668742231031,4.135071322545006,1.1144906599603601,13,14.500157590338857,-13
21.708348035812378,0.9106021731891512,3.7941757216214635,3.0873641756780543,13,-13,-13
21.753429889678955,0.5071265595483633,4.412001068070761,2.9482620508091273,13,-18.269462620118865,13
21.801992654800415,-0.15176702886485852,3.692997702378224,3.0873641756780543,13,13,13
22.042096376419067,-2.1828507417964635,5.38098089838198,2.890532918115781,13,-15.08504210620376,13
22.05694270133972,-4.488346440436365,3.1622440830347114,2.6205710739669286,122.89693756217467,105.58914873183146,13
22.10232448577881,-4.949444752139536,2.899674703273667,3.756309634778006,14.797058790678426,-13,-13
22.208893299102783,-5.686685325345159,2.917516819090125,4.3693826868408365,13.622587729732874,-13,-13
22.30884838104248,-5.846538649299185,4.025485627386324,6.087246061790303,13,-16.31558678637609,-13
